ID,y
867,98.5356
869,96.64727
871,92.51348
872,109.07508
882,103.10813
883,93.4746
885,95.10804
888,98.520134
893,107.478065
901,108.00949
903,104.75665
904,93.31633
905,108.31369
910,99.69662
911,112.81852
914,110.56892
918,107.733246
921,92.1723
928,96.48638
929,109.199554
932,103.76824
933,96.292816
934,99.69662
935,108.708115
937,79.98797
939,94.42834
940,105.07839
941,99.578896
942,105.84494
943,92.67772
944,105.18539
947,109.07508
949,110.18741
951,102.6344
952,94.2175
953,104.75665
954,77.0208
957,110.52987
959,89.98055
960,110.77978
963,117.514786
965,109.07508
967,108.67674
971,94.87756
972,77.50751
973,91.74096
974,110.82803
975,100.37586
978,106.55717
980,96.83567
981,93.97622
984,110.220055
986,99.69662
988,89.03263
989,107.28537
990,106.24784
992,108.00949
996,103.66502
999,109.23378
1000,103.60181
1001,104.29182
1002,90.55441
1003,110.485725
1004,90.57881
1008,109.888435
1009,103.962105
1010,106.90741
1012,110.32861
1013,96.15401
1014,108.41503
1015,94.593994
1016,117.17927
1019,93.98149
1020,107.79411
1021,99.69662
1022,98.14189
1024,99.69662
1025,92.33439
1027,96.05126
1028,109.437775
1029,98.980934
1030,99.51886
1033,110.54203
1036,102.436935
1037,107.73037
1038,91.80723
1042,94.42834
1043,106.94056
1044,95.84398
1045,110.33808
1047,114.884346
1050,94.75019
1051,108.50864
1054,94.76736
1056,93.97622
1057,95.27954
1059,93.98714
1062,105.36866
1063,100.98414
1064,93.97622
1066,94.53311
1070,112.50606
1076,110.06853
1077,99.47218
1078,111.53128
1080,108.436165
1082,100.70185
1083,99.3671
1089,105.87309
1091,98.520134
1093,96.48936
1097,93.97633
1099,97.35468
1101,99.69662
1103,101.24833
1104,111.35008
1106,106.01063
1109,93.64195
1110,110.21471
1111,106.41295
1112,110.288216
1114,94.396286
1116,95.93507
1117,108.798965
1120,101.111244
1124,110.971214
1125,93.822136
1126,113.46341
1134,107.53486
1137,90.97962
1138,111.35814
1144,111.04651
1145,94.62154
1146,92.62192
1148,101.491356
1150,98.94645
1152,104.75088
1153,101.825165
1154,106.87034
1155,96.09012
1157,98.15071
1162,97.18069
1165,110.852196
1166,97.76739
1167,102.04869
1168,103.4856
1169,102.648346
1171,118.67734
1172,102.94474
1173,102.648346
1174,97.83762
1176,107.09344
1177,108.303535
1178,96.11769
1182,111.652275
1186,101.857635
1187,105.023056
1188,92.04861
1189,113.33325
1191,106.59814
1192,96.212906
1197,112.01508
1198,94.83418
1200,79.66985
1201,94.15596
1203,97.41477
1209,117.514786
1214,107.132164
1218,112.16746
1222,99.78875
1226,97.79831
1228,97.257835
1230,102.70844
1232,79.173775
1233,108.17962
1236,112.89196
1238,100.55954
1241,111.04651
1244,99.14511
1246,103.13818
1247,100.1904
1250,104.45393
1251,99.61061
1254,105.34473
1255,98.55325
1256,109.614365
1257,97.81267
1258,111.29381
1259,111.797195
1260,93.76877
1263,112.60019
1267,79.79499
1268,109.92763
1271,98.48473
1272,107.84322
1274,105.4173
1275,97.18069
1276,108.873795
1277,90.79526
1279,92.62192
1281,98.48617
1282,92.04861
1283,106.351494
1285,105.42864
1286,94.410545
1289,112.59061
1296,97.79503
1299,101.773705
1301,103.66502
1306,89.584984
1307,95.52467
1308,94.88587
1313,108.873795
1314,95.7581
1315,110.21471
1316,92.80484
1317,108.16716
1319,92.53473
1323,106.09757
1324,108.6281
1325,96.66689
1328,102.919914
1329,92.0143
1330,103.54285
1331,100.053856
1332,105.050026
1337,100.993
1338,99.145004
1339,92.352974
1340,101.51244
1343,106.90676
1347,110.40313
1348,97.46017
1349,107.86766
1352,94.095795
1354,103.58809
1359,111.81057
1360,101.07853
1363,107.89446
1364,99.99739
1365,103.589615
1366,100.63329
1372,98.88324
1375,98.24
1376,97.967
1378,96.11159
1379,108.716324
1380,101.046814
1381,101.97888
1384,109.30278
1387,100.810425
1388,106.65252
1392,75.7264
1394,102.440445
1395,94.44176
1396,109.132835
1398,96.679245
1399,109.132835
1400,92.27177
1401,92.96982
1403,101.51026
1404,97.95693
1406,109.132835
1407,94.04302
1408,111.70219
1410,80.679405
1412,109.16273
1413,93.67409
1415,97.93319
1420,111.70219
1422,110.70009
1423,100.454315
1424,111.70219
1425,98.1025
1426,80.679405
1427,101.88329
1429,96.132355
1430,108.49994
1431,103.212585
1432,101.03528
1434,109.03059
1437,94.305534
1438,104.89596
1440,109.77726
1441,106.00299
1442,95.37729
1444,107.21138
1445,96.84807
1446,104.93256
1448,93.92547
1453,93.67885
1454,109.16273
1455,93.07479
1456,106.735
1458,109.16273
1459,94.969475
1461,96.9402
1465,100.810425
1466,110.82453
1469,106.957146
1472,93.67885
1474,95.62801
1477,108.46266
1479,107.29739
1482,108.93953
1483,78.025345
1487,95.01396
1488,105.10603
1490,115.43177
1492,105.54501
1494,117.326164
1496,99.168625
1497,98.372444
1499,103.95943
1502,94.31681
1507,103.19069
1508,94.095795
1509,103.36342
1511,93.0004
1512,108.16211
1513,117.05522
1514,99.38425
1518,112.51254
1519,91.744705
1522,112.45284
1524,78.18501
1527,95.37729
1529,95.319244
1532,106.00754
1536,113.27088
1537,117.211624
1539,101.942406
1542,111.36986
1543,97.967
1544,104.77829
1545,80.17547
1550,94.81623
1551,103.4439
1554,114.31113
1556,108.92196
1559,94.45499
1560,77.8809
1562,99.02787
1566,91.796936
1567,111.51775
1569,104.86875
1570,109.74034
1571,108.81717
1574,94.095795
1578,106.64873
1580,93.48164
1583,105.30254
1584,94.095795
1585,106.752785
1586,103.676636
1587,112.67996
1588,95.836426
1590,115.38444
1592,104.04675
1596,96.154175
1598,106.545944
1599,96.088554
1604,109.142555
1606,102.40563
1607,93.67409
1608,99.75009
1609,117.14123
1611,96.990906
1613,95.89223
1616,98.41788
1619,108.586586
1620,94.20184
1621,112.1044
1622,99.3675
1625,108.92405
1627,117.14123
1629,102.175575
1634,98.24151
1636,95.76166
1638,109.03111
1639,97.61694
1641,102.15867
1643,94.83573
1644,103.729034
1645,117.53881
1646,104.678505
1647,112.96366
1648,95.891205
1652,93.48164
1653,113.53686
1656,96.3638
1658,96.088554
1659,108.78041
1661,101.89773
1663,93.67409
1664,104.98237
1665,95.530945
1666,108.92196
1667,100.561714
1668,79.02598
1669,102.24673
1670,95.02079
1672,113.02655
1674,104.42778
1677,105.10603
1678,92.76718
1679,111.27666
1680,102.078186
1683,110.42572
1686,103.8917
1687,110.67964
1689,106.49456
1690,96.17573
1691,116.12859
1692,113.576195
1693,94.095795
1695,96.47982
1696,93.67885
1697,108.78041
1700,108.92196
1701,97.56015
1702,112.67996
1703,92.36704
1704,105.1993
1706,95.59853
1707,109.20669
1708,97.10254
1710,92.6283
1711,106.11953
1713,101.230064
1717,109.538925
1719,106.64873
1720,96.33191
1722,95.44676
1725,104.2417
1726,96.57568
1727,101.374855
1729,105.517296
1730,91.11967
1731,106.9984
1733,108.92196
1734,94.69875
1735,110.70009
1738,95.89223
1742,103.14768
1745,104.42778
1747,95.68264
1749,100.71231
1751,97.259384
1752,78.06501
1753,103.12838
1754,95.518616
1755,94.75983
1756,102.3567
1758,106.92629
1759,92.73291
1760,106.15246
1761,108.47763
1762,92.361534
1763,105.75783
1764,108.95142
1766,101.865974
1768,92.842995
1769,80.67882
1771,108.27196
1772,97.928764
1773,109.26605
1774,98.98419
1775,108.13738
1777,111.822624
1779,92.73291
1780,106.55628
1787,92.36704
1788,95.211075
1790,95.79846
1796,112.845665
1801,91.09969
1803,93.9134
1807,112.06962
1809,106.38543
1812,98.12068
1813,109.33119
1814,101.93451
1815,110.07964
1816,95.78017
1818,93.214714
1820,92.33224
1821,116.075935
1822,95.33267
1825,96.93374
1826,107.23135
1828,96.27549
1831,103.4096
1836,101.135475
1837,95.216194
1841,95.62801
1844,104.39404
1848,90.420166
1851,101.942406
1852,93.80325
1853,94.23499
1854,97.439445
1856,103.99227
1859,106.38543
1860,97.898254
1861,78.04094
1863,110.41309
1865,96.611465
1866,104.7482
1867,95.860725
1868,92.761314
1872,95.44818
1879,97.40248
1880,107.428856
1882,97.64956
1885,110.42572
1887,104.53406
1888,95.19328
1890,104.069244
1894,96.80336
1895,102.58888
1896,93.31519
1897,108.88136
1900,109.436775
1901,94.45499
1902,107.03398
1905,99.41588
1906,108.34786
1912,106.67282
1915,95.81936
1916,107.13935
1917,93.94807
1918,104.440544
1920,78.566536
1923,100.34538
1924,103.31676
1925,96.53133
1930,117.14123
1932,113.4801
1933,111.486984
1934,110.5146
1935,94.059204
1940,80.679405
1941,97.38475
1942,115.53611
1943,106.47479
1944,92.97967
1945,101.74501
1948,117.211624
1949,92.7576
1952,99.72747
1954,94.095795
1955,117.39874
1958,96.59019
1959,84.31066
1960,105.75783
1963,96.17504
1965,102.94412
1968,103.492004
1969,99.99739
1971,96.14326
1972,111.275696
1973,93.22542
1975,91.91927
1977,101.477936
1978,96.79661
1979,108.89334
1981,92.73388
1982,110.08221
1987,110.50264
1988,91.796936
1993,103.74914
1997,92.66619
1999,95.635315
2001,95.89223
2002,115.74087
2003,100.93993
2004,78.24568
2006,111.382805
2007,94.26672
2009,106.26034
2010,93.68018
2013,102.9769
2018,79.184586
2022,98.59126
2024,106.87729
2025,97.80043
2026,104.69168
2030,105.949486
2031,95.396736
2032,106.67282
2033,95.9581
2035,99.08997
2036,112.68437
2037,92.924034
2040,95.33367
2043,109.04047
2044,124.98065
2046,106.58523
2054,109.249245
2055,95.281654
2056,106.55628
2059,94.2916
2060,94.45499
2062,92.83593
2063,108.92121
2066,96.80336
2067,116.385635
2072,100.60489
2073,107.47943
2074,107.769
2075,100.19011
2076,96.243835
2080,96.3865
2082,94.45499
2085,99.71744
2087,107.94316
2091,107.669685
2092,95.993004
2093,106.55628
2098,100.997826
2101,105.75783
2102,93.23776
2103,80.679405
2105,104.60391
2106,93.67189
2107,100.929794
2110,96.95089
2114,98.37562
2115,112.6005
2117,86.8491
2118,96.281006
2119,105.92679
2120,96.38454
2122,103.175644
2123,113.124054
2126,94.620865
2127,107.74619
2128,96.25327
2129,109.8524
2132,110.3074
2135,105.898254
2138,103.59694
2139,117.14123
2141,110.82258
2142,94.334045
2146,97.3152
2151,110.57671
2157,106.10159
2159,101.3341
2162,92.74826
2164,117.19216
2167,95.25726
2168,110.33052
2171,97.97411
2173,95.33825
2174,104.78517
2175,95.82845
2178,93.633865
2180,96.245445
2185,110.91653
2189,93.83487
2190,112.529724
2192,103.19206
2194,112.65735
2200,104.64398
2201,98.38314
2203,108.38805
2204,97.013504
2205,110.42242
2209,109.97454
2213,103.280556
2214,94.01801
2215,108.2432
2216,98.50178
2218,94.64485
2219,109.94208
2220,101.511375
2222,98.982925
2223,104.67859
2225,110.244225
2226,94.53597
2230,100.77837
2233,111.9453
2234,106.8404
2235,97.013504
2236,77.09058
2237,92.37499
2240,116.30344
2241,95.559586
2248,104.220474
2249,96.28009
2250,101.17498
2252,110.36948
2253,99.693375
2254,111.592575
2256,79.48527
2258,94.51731
2259,101.25662
2262,96.80336
2265,94.092735
2266,103.62654
2269,99.79783
2271,104.11551
2273,95.20717
2274,108.841736
2275,98.18021
2277,97.99481
2279,97.013504
2280,76.84968
2282,96.245445
2283,102.20204
2288,96.63
2289,106.75772
2291,95.87183
2292,117.774414
2297,109.66151
2298,106.10461
2299,98.47753
2300,111.439964
2301,92.91397
2304,94.22292
2305,101.4119
2306,96.80336
2308,94.00948
2309,100.770386
2311,104.65792
2312,100.7094
2316,103.19191
2321,104.19317
2322,106.83192
2325,106.18784
2326,93.33422
2329,117.774414
2330,98.529724
2331,101.58031
2332,111.09577
2333,96.80336
2334,104.103806
2335,110.41315
2337,105.612915
2338,107.185905
2340,111.09577
2342,107.367325
2345,93.001114
2349,94.86167
2351,78.19697
2352,95.464134
2354,109.06749
2355,112.42633
2357,110.244225
2358,96.514015
2360,95.136696
2361,109.06749
2364,95.333755
2366,98.928345
2369,99.090256
2370,94.95757
2371,111.028534
2373,102.104965
2374,105.33515
2376,112.67996
2378,107.00526
2382,103.47567
2383,93.37304
2386,107.24927
2387,99.98055
2389,98.31799
2390,104.60165
2392,93.8809
2398,111.09577
2399,94.738686
2400,98.98772
2401,109.519585
2402,96.40796
2404,99.57129
2407,101.61887
2408,100.75768
2409,105.34608
2412,85.994865
2413,101.6318
2415,94.40678
2420,101.54324
2422,99.09813
2423,103.787025
2426,94.023224
2432,98.58545
2434,91.79168
2435,95.764244
2436,109.586624
2438,106.44198
2440,106.11768
2443,102.470924
2444,91.96766
2447,104.220474
2450,94.69277
2454,103.8995
2455,108.13477
2459,96.80336
2460,102.743515
2463,96.937836
2465,95.811424
2468,80.679405
2469,96.30685
2474,95.5725
2478,95.12298
2480,90.77753
2481,116.30344
2489,96.245445
2490,101.61164
2492,94.044426
2496,96.80336
2497,100.2504
2500,95.576355
2505,95.33367
2507,99.47778
2508,110.42242
2509,94.62395
2510,77.13318
2513,91.35495
2515,96.245445
2518,93.37304
2519,104.25266
2520,93.37304
2521,107.972176
2523,101.29434
2525,96.82003
2529,110.42242
2530,96.517654
2533,105.02194
2535,92.41301
2538,99.47701
2544,106.613754
2553,110.50112
2556,94.03638
2558,92.93595
2559,111.18282
2560,94.43639
2561,108.49927
2562,97.43646
2563,106.38012
2564,90.974
2565,112.70218
2567,100.05025
2572,94.19982
2575,97.18459
2576,113.36714
2577,96.032074
2578,97.4874
2579,108.314964
2580,93.74214
2582,103.467445
2583,92.6427
2587,91.09099
2589,109.29056
2590,96.99242
2591,110.42242
2594,97.289055
2597,96.28601
2598,105.038704
2599,95.432205
2600,100.13009
2602,115.68626
2603,94.19982
2604,96.883766
2606,100.19186
2607,78.06501
2608,100.516266
2613,110.42242
2614,102.73233
2615,111.272194
2617,109.16552
2620,101.038
2623,108.1433
2624,99.66164
2627,110.42242
2629,78.06501
2630,94.99561
2632,102.34064
2636,95.95304
2639,105.39803
2640,108.67614
2642,110.42242
2644,107.24418
2646,99.19515
2647,97.072365
2649,93.74895
2650,102.758385
2652,108.20088
2653,97.97694
2655,101.189674
2657,111.85265
2659,107.43915
2662,93.12561
2663,116.30344
2664,96.19055
2665,102.077965
2670,98.780716
2671,108.36159
2672,91.03379
2675,108.20088
2677,109.77885
2679,99.38043
2683,108.12729
2684,96.98082
2685,104.957016
2688,108.230255
2689,103.71776
2690,102.93007
2693,101.96023
2694,107.84282
2697,103.82212
2699,95.726685
2703,94.85183
2705,107.158455
2709,84.11209
2710,94.7497
2711,108.386475
2712,97.250175
2713,98.2295
2714,109.0272
2715,97.71198
2717,94.04929
2718,110.96536
2720,107.46322
2721,96.7697
2726,102.33782
2728,92.186325
2731,103.96479
2732,109.83402
2734,96.05706
2736,103.17268
2737,96.303215
2738,105.016624
2739,100.62256
2746,94.92263
2749,105.55223
2751,117.69962
2752,101.501434
2753,97.38529
2757,101.92249
2758,96.060844
2759,109.30282
2760,102.72364
2762,110.927826
2764,93.638565
2765,107.7615
2769,106.86696
2771,105.54683
2774,94.29669
2776,92.85661
2777,99.104195
2778,97.268105
2779,106.10716
2782,94.60925
2784,94.46208
2787,94.396255
2789,96.8614
2792,97.61087
2798,95.34465
2799,101.62375
2800,96.37529
2801,77.514725
2802,94.50903
2804,97.33095
2807,103.80294
2808,100.22247
2809,100.34288
2811,117.08573
2812,95.56099
2814,94.030205
2816,98.29996
2817,109.290886
2818,100.58959
2820,101.897484
2821,84.10404
2822,97.359
2823,110.5123
2824,96.40442
2826,98.529465
2829,98.51932
2834,97.0891
2835,79.51104
2838,94.80681
2839,108.93319
2840,92.33386
2841,105.70227
2842,96.80336
2846,113.34834
2848,100.617744
2849,93.87372
2850,109.0272
2851,93.08027
2853,98.45369
2854,110.42242
2858,100.681114
2861,103.707634
2864,94.059204
2865,116.30344
2866,104.077545
2867,92.26264
2868,113.90434
2870,108.326004
2877,101.34418
2878,110.42242
2880,113.078224
2882,77.96583
2883,97.47158
2884,104.14946
2885,97.89305
2887,96.245445
2888,109.04087
2889,91.60099
2890,104.93256
2891,103.362755
2892,117.313896
2893,93.835045
2898,107.17132
2899,99.68927
2900,109.61502
2901,93.8155
2909,105.148476
2910,112.02504
2911,118.944
2913,97.492615
2914,104.487976
2918,97.60614
2919,107.87434
2920,91.85651
2921,110.42242
2922,99.78741
2923,101.482574
2925,103.92225
2926,93.74214
2927,110.255264
2929,113.517586
2933,95.750496
2934,106.28584
2936,102.24178
2941,97.198814
2942,96.039276
2943,109.53329
2945,102.37572
2950,95.26085
2951,108.16449
2953,106.65427
2954,99.97844
2955,106.491325
2956,100.3909
2960,105.03213
2962,97.1189
2963,104.313866
2964,106.8476
2966,76.84968
2967,96.10702
2968,97.927505
2969,91.72269
2971,92.587875
2972,108.70051
2974,94.8663
2975,107.21677
2977,117.36191
2980,107.68332
2981,90.26399
2983,100.58366
2984,99.68013
2985,117.73867
2986,97.43937
2987,108.70051
2989,96.54174
2990,107.62923
2991,112.985596
2992,80.67882
2995,103.82212
2996,98.4282
3002,111.09002
3004,108.49721
3005,118.47927
3006,95.90005
3010,98.07122
3011,103.90362
3014,93.74214
3015,95.04386
3016,94.305534
3017,100.46892
3018,94.03916
3021,103.14452
3024,105.038704
3028,97.30337
3030,94.45499
3032,93.780014
3039,94.92776
3040,103.66155
3041,98.58077
3043,111.067665
3044,113.83216
3046,105.53899
3055,96.00454
3056,109.47558
3058,93.55088
3059,106.822296
3061,117.24737
3063,106.0926
3066,95.21187
3067,105.038704
3068,77.28822
3069,96.7697
3072,116.3322
3073,113.02655
3074,95.88498
3077,96.80692
3082,101.09855
3084,103.82212
3085,102.33331
3088,107.24418
3091,96.20808
3092,111.59831
3093,99.84488
3094,103.96479
3096,110.5146
3097,91.00429
3098,78.435356
3102,116.87289
3106,93.60985
3109,95.87645
3111,94.40012
3112,118.47927
3113,96.96318
3115,100.60489
3116,105.949875
3117,97.50948
3121,103.29577
3122,94.979935
3123,95.576355
3124,101.52031
3125,94.305534
3126,100.00037
3127,116.12859
3129,92.90272
3130,113.731926
3132,106.37944
3134,107.94953
3135,105.00365
3137,76.19963
3138,124.83669
3140,106.30394
3144,105.45334
3145,104.638885
3146,111.272194
3147,95.21132
3148,103.36576
3149,105.80629
3150,111.9477
3151,96.082184
3152,96.481285
3155,101.98446
3156,109.0272
3159,92.77755
3161,98.984924
3162,107.633766
3163,95.981
3165,102.3943
3172,103.25143
3173,99.29853
3176,92.03976
3177,107.24149
3179,107.21677
3183,93.85056
3186,94.60558
3187,98.08954
3189,106.47369
3190,97.575836
3192,116.12859
3193,103.25143
3194,113.13123
3197,95.852936
3198,95.83141
3200,101.04734
3201,118.37036
3202,95.83141
3204,95.33367
3205,93.13906
3206,105.181335
3208,104.47487
3210,103.13051
3211,100.22351
3212,117.24737
3213,98.13585
3214,105.192184
3216,104.93256
3219,93.83257
3220,110.55784
3221,96.96318
3226,107.79335
3227,106.22488
3228,97.96915
3229,98.71736
3232,80.679405
3233,94.38556
3234,96.09175
3236,98.685356
3238,110.60127
3239,109.64789
3240,93.010574
3247,108.651405
3249,104.81458
3252,109.88244
3253,98.82021
3254,105.24831
3255,99.62548
3256,109.89819
3257,95.54209
3262,103.82032
3263,108.20088
3264,100.3909
3266,112.74823
3267,101.19965
3269,97.81888
3272,117.73867
3274,95.852936
3275,105.02536
3277,101.73647
3279,99.47961
3280,107.28895
3283,95.21396
3285,96.245445
3287,103.54295
3288,105.038704
3290,100.47676
3291,92.37499
3298,108.02361
3299,95.67757
3302,106.5017
3303,94.346214
3304,104.09487
3307,94.455505
3309,98.28238
3314,76.99684
3316,111.25148
3317,98.07148
3319,96.11247
3320,107.87933
3321,95.20809
3322,102.70594
3324,92.93406
3326,96.4504
3329,100.6127
3330,90.974
3331,111.4508
3335,117.313896
3337,96.7056
3338,98.82473
3339,98.059425
3340,111.41336
3341,96.70566
3343,94.03914
3346,92.6251
3348,92.70115
3351,105.038704
3352,117.66993
3355,92.001274
3356,110.01672
3358,104.91145
3359,93.62521
3360,101.25955
3371,96.748245
3372,96.32066
3374,96.72398
3377,107.89347
3378,92.544014
3380,107.16867
3382,100.55039
3386,96.70946
3389,102.33498
3391,105.74467
3393,96.7883
3394,107.04771
3395,93.80193
3397,110.42242
3398,102.94578
3399,82.2445
3400,94.88687
3404,104.897484
3407,111.28855
3409,101.230064
3419,101.59218
3421,98.229355
3425,94.62338
3427,80.46002
3428,117.73867
3429,107.998726
3431,96.15974
3435,93.643005
3436,109.60409
3439,97.16464
3441,101.54968
3442,117.73867
3443,102.0232
3444,105.10629
3445,94.13151
3446,106.588776
3449,94.45499
3453,97.369225
3457,102.104935
3460,103.17268
3461,106.74887
3462,93.67885
3464,106.0926
3465,77.28822
3466,96.852455
3467,104.74703
3468,97.311165
3469,102.880005
3470,95.45561
3472,110.42242
3473,99.47354
3475,94.43929
3476,108.9898
3478,106.766
3479,94.63598
3483,94.647896
3484,107.51572
3485,101.240814
3487,94.852585
3488,108.10536
3496,111.41282
3497,99.95973
3499,103.212585
3500,76.844345
3501,97.36263
3504,93.04877
3508,102.12519
3511,95.84017
3512,109.3897
3515,92.53049
3517,95.44355
3518,96.813446
3526,108.26583
3528,113.925674
3529,99.68058
3530,115.83898
3531,92.67238
3532,103.57107
3533,96.18307
3534,95.30844
3535,77.320946
3536,99.15741
3537,111.08112
3538,91.94338
3539,101.999176
3540,102.99564
3545,107.491585
3546,92.4653
3550,107.97151
3551,104.09128
3553,96.62453
3554,103.17268
3557,92.37499
3558,108.4393
3559,94.45499
3561,91.973915
3562,110.42242
3563,95.89219
3564,105.038704
3565,94.13151
3567,94.14504
3571,105.038704
3572,97.5704
3574,109.79612
3576,95.90161
3577,105.52233
3578,95.36379
3579,93.77379
3583,95.34479
3585,103.29876
3586,105.58151
3587,112.845665
3593,93.92647
3594,104.303375
3595,95.05207
3599,95.873566
3600,105.75607
3601,110.42242
3602,94.45499
3604,98.99472
3609,118.315155
3610,106.46633
3612,110.456184
